City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Sept-Iles,CA,2021-03-23 23:19:34,50.2001,-66.3821,53.6,37,98,10.36
277,Boryslav,UA,2021-03-23 23:19:34,49.2867,23.4324,30.0,81,78,3.91
278,La Primavera,CO,2021-03-23 23:19:34,5.4906,-70.4092,86.09,52,94,5.79
279,Margate,GB,2021-03-23 23:19:35,51.3813,1.3862,43.0,82,3,1.01
280,Volnovakha,UA,2021-03-23 23:19:35,47.601,37.4967,33.01,100,100,8.01
281,Awjilah,LY,2021-03-23 23:19:35,29.1081,21.2869,54.61,51,0,9.19
282,Acarau,BR,2021-03-23 23:19:35,-2.8856,-40.12,78.17,82,28,9.69
283,Axim,GH,2021-03-23 23:19:36,4.8699,-2.2405,79.57,81,95,7.25
284,Comodoro Rivadavia,AR,2021-03-23 23:15:05,-45.8667,-67.5,68.0,21,0,19.57
285,Krasnoyarskiy,RU,2021-03-23 23:19:36,51.965,59.8967,21.11,94,100,8.08
286,Ancud,CL,2021-03-23 23:19:36,-41.8697,-73.8203,55.0,66,0,8.05
287,Waddan,LY,2021-03-23 23:19:36,29.1614,16.139,51.75,47,0,20.54
288,Canavieiras,BR,2021-03-23 23:19:01,-15.675,-38.9472,75.45,85,4,5.08
289,Panaba,MX,2021-03-23 23:19:37,21.2833,-88.2667,88.12,42,0,20.02
290,Carballo,ES,2021-03-23 23:19:37,43.213,-8.691,48.99,85,86,1.66
