City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Cape Canaveral,US,28.4058,-80.6048,84.0,69,1,13.8,clear sky
346,Laguna,US,38.421,-121.4238,66.99,24,1,16.11,clear sky
347,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.29,44,45,1.45,scattered clouds
348,Copiapo,CL,-27.3667,-70.3333,66.2,63,0,10.36,clear sky
349,Ylivieska,FI,64.0833,24.55,37.99,71,14,3.0,few clouds
350,Itapetinga,BR,-15.2489,-40.2478,93.65,23,0,5.17,clear sky
351,Dombasle-Sur-Meurthe,FR,48.6252,6.3497,57.2,54,0,4.61,clear sky
352,Lumeje,AO,-11.55,20.7833,67.75,89,100,5.79,moderate rain
353,Pitimbu,BR,-7.4706,-34.8086,84.2,70,75,14.97,broken clouds
354,Buston,TJ,40.2342,69.6948,55.4,88,40,13.42,scattered clouds
355,Puerto Ayacucho,VE,5.6639,-67.6236,85.1,64,100,5.84,overcast clouds
356,Bongandanga,CD,1.5,21.05,69.26,90,85,1.28,overcast clouds
357,Aquiraz,BR,-3.9014,-38.3911,80.6,74,75,4.61,broken clouds
358,Atar,MR,20.5169,-13.0499,91.04,7,10,8.99,clear sky
359,San Bartolome,ES,27.9248,-15.5733,71.6,56,20,3.44,few clouds
360,Nalut,LY,30.3333,10.85,60.1,20,0,8.84,clear sky
361,Aksum,ET,14.1245,38.7244,63.45,16,7,11.14,clear sky
362,Diebougou,BF,10.9667,-3.25,93.36,10,4,5.41,clear sky
363,Itupiranga,BR,-5.1347,-49.3267,87.8,62,40,4.61,scattered clouds
364,Villablino,ES,42.9393,-6.3194,48.99,75,100,1.99,overcast clouds
365,Bokoro,TD,12.3807,17.0568,89.26,11,100,16.44,overcast clouds
366,Yadgir,IN,16.7667,77.1333,88.16,25,30,6.69,scattered clouds
367,Las Palmas,ES,28.4204,-14.0131,71.6,56,0,16.11,clear sky
368,Connersville,US,39.6412,-85.1411,53.01,84,100,7.56,overcast clouds
369,Barra Patuca,HN,15.8,-84.2833,84.4,62,6,14.63,clear sky
370,Shakawe,BW,-18.3667,21.85,75.18,60,78,3.11,broken clouds
371,Veraval,IN,20.9,70.3667,81.82,39,0,10.27,clear sky
372,Maralal,KE,1.0968,36.698,62.38,53,99,7.27,overcast clouds
373,Ginir,ET,7.1333,40.7,60.19,34,100,5.7,overcast clouds
374,Ati,TD,13.2154,18.3353,86.56,11,12,17.94,few clouds
375,Yeroham,IL,30.9872,34.9314,51.01,100,100,15.84,overcast clouds
376,Toro,CO,4.6117,-76.0814,78.8,65,40,2.3,scattered clouds
377,Sisimiut,GL,66.9395,-53.6735,-5.19,76,82,11.01,broken clouds
378,San Ramon,US,37.7799,-121.978,68.0,24,1,12.66,clear sky
379,Dutse,NG,11.7594,9.3392,81.32,11,98,9.42,overcast clouds
380,Meulaboh,ID,4.1363,96.1285,76.24,85,100,3.6,overcast clouds
381,Taman,RU,45.2117,36.7161,35.6,87,98,8.95,overcast clouds
382,Mount Pleasant,US,32.7941,-79.8626,82.0,83,1,11.5,clear sky
383,Birganj,NP,27.0104,84.8774,71.38,16,0,3.31,clear sky
384,Roald,NO,62.5833,6.1333,48.2,61,40,9.22,scattered clouds
385,Nyrob,RU,60.733,56.7202,31.95,95,100,5.5,overcast clouds
386,Touba,CI,8.2833,-7.6833,85.68,41,12,5.3,few clouds
387,Bouca,CF,6.5105,18.2733,71.78,75,98,3.18,overcast clouds
388,Sao Jose De Piranhas,BR,-7.1206,-38.5019,86.59,43,100,3.49,overcast clouds
389,Namibe,AO,-15.1961,12.1522,74.37,83,100,4.97,overcast clouds
390,Chemax,MX,20.65,-87.9333,92.21,31,4,11.39,clear sky
391,Sotik,KE,-0.6833,35.1187,58.95,62,96,2.95,overcast clouds
392,Sao Francisco,BR,-15.9486,-44.8644,90.81,29,65,3.22,broken clouds
393,Hauterive,FR,46.0901,3.4459,57.2,58,90,10.36,overcast clouds
394,Kudahuvadhoo,MV,2.6708,72.8944,82.09,72,98,9.82,light rain
395,Thompson,CA,55.7435,-97.8558,24.8,86,90,6.91,light snow
396,Rio Gallegos,AR,-51.6226,-69.2181,62.6,29,0,8.05,clear sky
397,Warmbad,NA,-28.45,18.7333,67.12,50,0,18.45,clear sky
398,Camocim,BR,-2.9022,-40.8411,76.35,90,100,8.7,light rain
399,Valdivia,CL,-39.8142,-73.2459,69.8,43,0,4.61,clear sky
400,Coari,BR,-4.085,-63.1414,83.68,77,41,2.55,light rain
401,Ambala,IN,30.3783,76.7808,73.4,56,1,4.61,clear sky
402,Cockburn Town,TC,21.4612,-71.1419,80.6,61,40,16.11,scattered clouds
403,Inhambane,MZ,-23.865,35.3833,78.8,83,40,8.05,scattered clouds
404,Novoagansk,RU,61.9449,76.6625,32.16,95,100,10.49,overcast clouds
405,Livramento,BR,-3.0254,-60.1803,91.4,58,40,3.44,light rain
406,Cartagena Del Chaira,CO,1.3349,-74.8429,74.77,94,100,0.94,overcast clouds
407,Kurchum,KZ,48.5722,83.6542,19.85,82,100,4.43,overcast clouds
408,Igrim,RU,63.1906,64.4162,23.79,95,42,5.28,scattered clouds
409,Svetlyy,RU,54.675,20.1347,41.0,87,7,4.47,clear sky
410,Qunduz,AF,36.729,68.857,64.89,62,88,2.98,overcast clouds
411,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.12,37,94,13.62,overcast clouds
412,Gryazovets,RU,58.88,40.2525,32.23,89,100,2.17,overcast clouds
413,Mitu,CO,1.1983,-70.1733,77.54,89,99,2.44,overcast clouds
414,Carolina,PR,18.3808,-65.9574,82.4,65,40,23.02,scattered clouds
415,Walvis Bay,NA,-22.9575,14.5053,64.0,88,37,9.22,scattered clouds
416,Terrasini,IT,38.146,13.0844,55.99,82,0,5.75,clear sky
417,Gamba,GA,-2.65,10.0,78.8,78,83,6.55,broken clouds
418,Khuzdar,PK,27.7384,66.6434,73.09,13,0,6.08,clear sky
419,Nivala,FI,63.9167,24.9667,37.99,71,16,3.0,few clouds
420,Calca,PE,-13.3333,-71.95,68.0,34,40,13.8,scattered clouds
421,Beloha,MG,-25.1667,45.05,74.1,82,1,4.45,clear sky
422,Neyshabur,IR,36.2133,58.7958,63.57,43,100,1.99,overcast clouds
423,Grand-Lahou,CI,5.1367,-5.0242,79.77,84,29,9.89,scattered clouds
424,Altay,CN,47.8667,88.1167,28.29,53,100,6.49,overcast clouds
425,Altea,ES,38.5989,-0.0514,64.0,47,100,8.46,overcast clouds
426,Iqaluit,CA,63.7506,-68.5145,-13.0,64,1,12.66,clear sky
427,Faya,SA,18.3851,42.4509,66.2,63,0,1.3,clear sky
428,Kijini,TZ,-5.85,39.3167,84.2,79,75,14.97,light rain
429,Cururupu,BR,-1.8283,-44.8683,73.47,97,100,3.69,light rain
430,Khvastovichi,RU,53.4694,35.0941,34.39,99,100,4.12,light snow
431,Matay,EG,28.419,30.7792,58.14,39,0,22.17,clear sky
432,Abu Dhabi,AE,24.4667,54.3667,84.2,34,0,3.44,clear sky
433,Nakasongola,UG,1.3089,32.4564,74.68,39,100,3.6,overcast clouds
434,Qasigiannguit,GL,68.8193,-51.1922,-7.6,45,1,4.23,clear sky
435,Calbuco,CL,-41.768,-73.1273,60.8,63,0,12.66,clear sky
436,Kisangani,CD,0.5167,25.2,68.0,100,90,4.61,overcast clouds
437,Tobermory,CA,45.2501,-81.6665,33.8,80,100,9.22,overcast clouds
438,Halifax,CA,44.6453,-63.5724,48.99,100,90,11.5,fog
439,Muzhi,RU,65.3667,64.6667,16.65,90,78,7.14,broken clouds
440,Mizan Teferi,ET,6.9833,35.5833,63.05,78,98,3.04,overcast clouds
441,Bay Roberts,CA,47.5999,-53.2648,51.8,71,90,14.97,overcast clouds
442,Nioro,GM,13.35,-15.75,100.0,13,5,6.71,clear sky
443,Maldonado,UY,-34.6667,-54.9167,72.0,88,90,16.11,overcast clouds
444,Kalmunai,LK,7.4167,81.8167,80.15,82,100,3.18,overcast clouds
445,Siavonga,ZM,-16.5382,28.7088,76.48,71,5,3.33,clear sky
446,Luau,AO,-10.7073,22.2247,64.36,96,87,3.6,overcast clouds
447,Bolshoye Nagatkino,RU,54.5196,47.9679,32.0,69,100,2.24,overcast clouds
448,Asyut,EG,27.181,31.1837,62.6,45,0,13.8,clear sky
449,Omaruru,NA,-21.4333,15.9333,70.23,46,0,7.36,clear sky
450,Khorixas,NA,-20.3667,14.9667,72.43,45,13,14.9,few clouds
451,Diplo,PK,24.4667,69.584,81.28,22,0,12.21,clear sky
452,Dawlatabad,AF,36.4141,64.9053,70.9,49,100,3.62,overcast clouds
453,Koson,UZ,39.0375,65.585,57.2,88,0,2.3,clear sky
454,La Maddalena,IT,41.2142,9.4083,53.6,87,0,4.34,clear sky
455,Raudeberg,NO,61.9875,5.1352,45.0,88,100,24.76,moderate rain
456,Vathi,GR,38.4,23.6,46.99,70,0,2.62,clear sky
457,Bereda,ES,43.2686,-7.5406,46.99,93,100,5.01,overcast clouds
458,Tinqueux,FR,49.25,3.9833,53.6,58,0,5.75,clear sky
459,Myre,NO,69.1036,15.9492,39.2,75,75,19.57,broken clouds
460,Uruzgan,AF,32.8333,66.0,62.98,33,11,2.21,few clouds
461,Vardo,NO,70.3705,31.1107,30.2,74,0,21.85,clear sky
462,Codajas,BR,-3.8367,-62.0569,86.18,68,24,3.62,few clouds
463,Ornskoldsvik,SE,63.2909,18.7153,33.8,100,90,3.44,overcast clouds
464,Barra Do Garcas,BR,-15.89,-52.2567,87.04,52,51,3.51,broken clouds
465,Ayagoz,KZ,47.9714,80.4392,29.43,83,100,3.96,snow
466,Gerash,IR,27.6652,54.1371,77.0,29,0,5.86,clear sky
467,Kulachi,PK,31.9286,70.4592,77.09,38,0,3.85,clear sky
468,Inongo,CD,-1.95,18.2667,73.27,91,100,2.44,moderate rain
469,Pelym,RU,61.0108,61.9978,25.11,93,14,5.3,few clouds
470,Marzuq,YE,14.4,46.4667,66.38,32,68,5.84,broken clouds
471,Bela,IN,25.9333,81.9833,74.82,17,0,5.21,clear sky
472,Nguruka,TZ,-5.1092,31.0419,66.78,91,100,3.04,overcast clouds
473,Norcasia,CO,5.5778,-74.8852,86.52,55,68,3.29,broken clouds
474,Kattivakkam,IN,13.2167,80.3167,82.4,74,20,4.61,few clouds
475,Sambava,MG,-14.2667,50.1667,79.03,86,100,5.28,overcast clouds
476,Manacapuru,BR,-3.2997,-60.6206,89.6,58,40,3.44,light rain
477,Louga,RU,58.7372,29.8453,31.84,97,60,2.93,broken clouds
478,Mosalsk,RU,54.4881,34.9817,33.71,99,100,4.54,snow
479,Maraba,BR,-5.3686,-49.1178,87.8,62,40,4.61,scattered clouds
480,Ambilobe,MG,-13.2,49.05,73.06,95,100,3.49,light rain
481,Jardim,BR,-21.4803,-56.1381,95.77,26,2,8.34,clear sky
482,Clonakilty,IE,51.6231,-8.8706,41.0,60,20,14.97,few clouds
483,Alta Floresta,BR,-9.8756,-56.0861,82.45,74,44,3.91,scattered clouds
484,Rabo De Peixe,PT,37.8,-25.5833,59.0,63,20,11.5,few clouds
485,Isagarh,IN,24.8333,77.8833,78.19,17,0,4.36,clear sky
486,Ozark,US,37.0209,-93.206,64.99,50,3,1.99,clear sky
487,Awbari,LY,26.5921,12.7805,59.95,30,0,7.31,clear sky
488,Castro,BR,-24.7911,-50.0119,82.54,47,17,3.2,few clouds
489,Avigliana,IT,45.0771,7.3986,55.99,73,100,1.01,overcast clouds
490,Chitral,PK,35.8462,71.7858,52.65,80,100,4.45,light rain
491,Kayerkan,RU,69.3497,87.7602,17.29,85,100,16.17,overcast clouds
492,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,51,1,20.71,clear sky
493,Brewster,US,41.3973,-73.6171,80.6,41,75,13.8,broken clouds
494,Tarko-Sale,RU,64.9225,77.785,12.52,93,48,11.39,scattered clouds
495,Aksarka,RU,66.5606,67.7975,1.26,97,85,4.23,overcast clouds
496,Mercedes,AR,-34.6515,-59.4307,77.0,85,84,4.0,broken clouds
497,Kamina,CD,-8.7386,24.9906,64.62,96,94,1.77,overcast clouds
498,Natal,BR,-5.795,-35.2094,84.2,65,75,12.66,broken clouds
499,Luangwa,ZM,-15.6167,30.4167,73.2,77,1,1.32,clear sky
500,Sistranda,NO,63.7256,8.834,48.2,57,0,25.32,clear sky
501,Shubarkuduk,KZ,49.1447,56.4872,32.07,98,100,10.0,overcast clouds
502,Selma,US,36.5708,-119.6121,62.01,54,20,3.11,few clouds
503,Altayskoye,RU,51.9533,85.3325,17.19,93,8,4.59,clear sky
504,Molina,CL,-35.1167,-71.2833,75.2,31,0,9.22,clear sky
505,Port-Cartier,CA,50.0334,-66.8654,37.99,44,90,16.11,overcast clouds
506,Trinidad,BO,-14.8333,-64.9,89.6,66,40,11.5,scattered clouds
507,Huarmey,PE,-10.0681,-78.1522,75.69,71,17,11.05,few clouds
508,Salta,AR,-24.7859,-65.4117,73.4,68,40,16.11,scattered clouds
509,Skibbereen,IE,51.55,-9.2667,41.0,60,20,14.97,few clouds
510,San Rafael,AR,-34.6177,-68.3301,64.09,41,33,6.55,scattered clouds
511,Medea,DZ,36.2642,2.7539,62.6,48,0,5.75,clear sky
512,Ananas,HT,19.2466,-71.9557,89.71,25,0,9.8,clear sky
513,Sept-Iles,CA,50.2001,-66.3821,37.99,44,90,16.11,overcast clouds
514,Gela,IT,37.0803,14.2307,55.4,88,0,8.05,clear sky
515,Tambopata,PE,-12.7333,-69.1833,91.4,52,40,5.75,scattered clouds
516,Porto Novo,BJ,6.4965,2.6036,86.0,74,20,12.66,few clouds
517,Puerto Madryn,AR,-42.7692,-65.0385,70.0,31,0,7.78,clear sky
518,Tessalit,ML,20.1986,1.0114,79.77,7,0,12.37,clear sky
519,Paamiut,GL,61.994,-49.6678,5.22,62,48,25.88,scattered clouds
520,Sajanan,TN,37.0573,9.2426,62.6,59,20,6.38,few clouds
521,Loviisa,FI,60.4566,26.2251,32.0,95,21,4.03,few clouds
522,Sikandarpur,IN,26.05,84.05,73.71,16,0,6.33,clear sky
523,Dalvik,IS,65.9702,-18.5286,19.4,79,90,18.41,light snow
524,Demir Kapija,MK,41.405,22.2489,38.19,79,1,3.15,clear sky
525,Tetiyiv,UA,49.3767,29.6647,39.79,83,78,6.49,broken clouds
526,Axim,GH,4.8699,-2.2405,80.6,82,6,9.6,clear sky
527,Mormugao,IN,15.4,73.8,84.2,89,40,3.44,mist
528,Nurota,UZ,40.5614,65.6886,60.8,72,0,2.3,clear sky
529,Salinas,US,36.6777,-121.6555,62.6,45,1,3.44,clear sky
530,Ndjole,GA,-0.1783,10.7649,79.18,79,83,0.65,broken clouds
531,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,52,0,9.22,clear sky
532,Scarborough,GB,54.2797,-0.4044,42.01,72,99,3.0,overcast clouds
533,Oranjestad,AW,12.524,-70.027,84.2,61,20,26.46,few clouds
534,Pomabamba,PE,-8.8333,-77.4667,60.48,57,85,4.52,light rain
535,Buraydah,SA,26.326,43.975,80.6,34,0,3.44,clear sky
536,Kembe,CF,4.6228,21.8865,69.01,91,100,1.66,overcast clouds
537,Guntakal,IN,15.1667,77.3833,83.14,30,28,9.44,scattered clouds
538,Santa Isabel,BR,-23.3156,-46.2214,89.6,37,75,9.22,broken clouds
539,Mananjary,MG,-21.2167,48.3333,74.5,91,37,1.05,moderate rain
540,Waddan,LY,29.1614,16.139,58.26,48,6,15.17,clear sky
541,Abu Samrah,SY,35.3029,37.1841,43.36,75,92,15.82,overcast clouds
542,Ratne,UA,51.6683,24.5303,40.28,71,45,4.41,scattered clouds
543,Fairhaven,US,41.6376,-70.9036,57.2,94,90,23.02,overcast clouds
544,Vangaindrano,MG,-23.35,47.6,73.58,90,4,5.28,moderate rain
545,Ikungi,TZ,-5.1333,34.7667,60.06,93,100,2.93,light rain
546,Rorvik,NO,64.8621,11.2373,46.4,57,0,14.97,clear sky
547,Paramirim,BR,-13.4425,-42.2389,92.12,16,27,8.99,scattered clouds
548,Fort Payne,US,34.4442,-85.7197,73.4,40,40,8.05,scattered clouds
549,Sarh,TD,9.1429,18.3923,91.4,38,100,8.23,overcast clouds
550,Aksarayskiy,RU,46.7924,48.0119,35.6,80,90,20.13,light snow
551,Ndungu,TZ,-4.3667,38.05,73.49,89,50,3.56,scattered clouds
552,Niort,FR,46.3333,-0.3333,46.99,86,100,1.99,overcast clouds
553,Kulhudhuffushi,MV,6.6221,73.07,83.86,71,100,6.22,overcast clouds
554,Ndago,TZ,-4.6,34.35,60.28,90,100,6.71,overcast clouds
555,Abnub,EG,27.2696,31.1511,62.6,45,0,13.8,clear sky
556,Mao,ES,39.8885,4.2658,55.4,88,0,5.75,clear sky
557,Vyazma,RU,55.2104,34.2951,33.98,99,100,4.52,overcast clouds
558,Zholymbet,KZ,51.7433,71.7122,20.1,87,100,7.47,overcast clouds
559,Kutum,SD,14.2,24.6667,74.7,14,40,19.42,scattered clouds
560,Skibotn,NO,69.3913,20.2679,35.6,51,0,5.75,clear sky
561,Alphen,NL,51.8233,5.4708,52.0,70,22,11.01,few clouds
562,Jalu,LY,29.0331,21.5482,58.86,33,0,8.95,clear sky
563,Garmsar,IR,35.2182,52.3409,67.21,27,80,3.02,broken clouds
564,Port Blair,IN,11.6667,92.75,81.28,75,50,6.38,scattered clouds
565,Astana,KZ,51.1801,71.446,24.8,86,90,8.95,overcast clouds
566,Santona,ES,43.4439,-3.4576,53.6,87,90,8.05,overcast clouds
567,Temir,KZ,49.1414,57.13,32.16,97,100,10.58,overcast clouds
568,Garh Maharaja,PK,30.8339,71.9053,75.29,36,0,7.45,clear sky
569,Stromness,GB,58.965,-3.296,41.0,75,40,21.85,scattered clouds
570,El Alto,PE,-4.2714,-81.2147,86.0,54,0,13.8,clear sky
571,Hattiesburg,US,31.3271,-89.2903,71.6,60,90,4.61,overcast clouds
572,Mahajanga,MG,-15.7167,46.3167,78.8,83,20,3.44,few clouds
573,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.6,56,40,3.44,scattered clouds
574,Ondo,NG,7.1,4.8333,80.62,63,100,3.91,overcast clouds
575,Zambezi,ZM,-13.5432,23.1047,66.99,87,100,5.21,overcast clouds
576,Husavik,IS,66.0449,-17.3389,19.4,79,90,18.41,light snow
577,Ulma,DE,48.3984,9.9916,53.6,50,100,4.61,overcast clouds
578,Andenes,NO,69.3143,16.1194,39.2,75,75,19.57,broken clouds
579,Tahta,EG,26.7693,31.5021,64.4,34,0,9.22,clear sky
580,Mwinilunga,ZM,-11.7358,24.4293,61.48,97,100,3.65,overcast clouds
581,Santa Cruz,BO,-17.8,-63.1667,89.6,61,75,20.71,broken clouds
582,La Montanita,CO,1.4766,-75.4398,73.18,97,100,1.19,overcast clouds
583,Port Shepstone,ZA,-30.7414,30.455,69.58,86,100,6.93,overcast clouds
584,Mumford,GH,5.2618,-0.759,81.01,82,10,10.65,clear sky
585,Mus,TR,39.0,41.75,31.26,97,100,3.36,light snow
586,Wageningen,NL,51.9667,5.6667,51.01,62,17,10.36,few clouds
587,Rumonge,BI,-3.9736,29.4386,70.63,88,100,4.14,moderate rain
588,Jijiga,ET,9.35,42.8,65.95,53,51,7.81,broken clouds
589,Uruacu,BR,-14.5247,-49.1408,85.64,48,100,1.9,overcast clouds
590,Coquimbo,CL,-29.9533,-71.3436,66.2,59,0,14.97,clear sky
591,Moissala,TD,8.3404,17.7663,82.83,51,100,8.61,overcast clouds
592,Tarboro,US,35.8968,-77.5358,78.8,69,90,16.11,overcast clouds
593,Blagoyevo,RU,63.3667,47.9167,24.15,97,96,3.13,overcast clouds
594,Arlit,NE,18.7369,7.3853,73.49,10,0,21.77,clear sky
595,Maine-Soroa,NE,13.2114,12.0241,80.04,12,100,8.97,overcast clouds
596,Naron,ES,43.5167,-8.1528,53.01,66,20,4.61,few clouds
597,Aksu,CN,41.1231,80.2644,57.67,24,100,4.16,overcast clouds
598,Gwadar,PK,25.1216,62.3254,76.41,64,8,8.23,clear sky
599,Santa Rosa,PH,14.3122,121.1114,82.4,74,20,5.75,few clouds
600,Kjollefjord,NO,70.9457,27.3465,30.2,69,0,23.02,clear sky
601,Vilhena,BR,-12.7406,-60.1458,86.0,54,75,11.5,broken clouds
602,Mazagao,BR,-0.115,-51.2894,86.0,74,40,8.05,scattered clouds
603,Port Hawkesbury,CA,45.6169,-61.3485,53.6,82,90,4.61,moderate rain
604,Agadez,NE,19.75,10.25,67.42,12,0,9.71,clear sky
605,Santa Cruz Del Norte,CU,23.1539,-81.9236,91.4,40,20,17.27,few clouds
606,Maracaju,BR,-21.6144,-55.1683,96.21,24,11,13.38,few clouds
607,Mvuma,ZW,-19.2792,30.5283,67.59,66,91,2.91,overcast clouds
608,Rehoboth,NA,-23.3167,17.0833,72.09,39,0,14.43,clear sky
609,Balatonkenese,HU,47.0402,18.1067,55.0,40,4,1.99,clear sky
610,Segou,ML,13.4317,-6.2157,91.74,8,0,10.04,clear sky
611,Asmar,AF,35.0333,71.3581,64.76,59,78,6.02,broken clouds
612,Odesskoye,RU,54.2111,72.9651,15.62,93,99,6.82,overcast clouds
613,Yuzhnyy,RU,53.2542,83.6936,24.8,74,75,8.95,broken clouds
614,Contai,IN,21.7786,87.7536,79.05,77,5,9.46,clear sky
615,Freeport,US,40.6576,-73.5832,75.2,68,20,13.8,few clouds
616,Kindu,CD,-2.95,25.95,67.71,98,89,0.78,overcast clouds
617,Joshimath,IN,30.5667,79.5667,51.28,30,0,8.5,clear sky
618,Jambusar,IN,22.05,72.8,84.31,18,0,9.64,clear sky
619,Kamenka,RU,51.3223,42.7678,35.01,81,100,8.48,overcast clouds
620,Dolores,AR,-36.3132,-57.6792,65.66,92,100,11.01,moderate rain
621,Biella,IT,45.5871,8.0859,57.0,79,85,1.99,overcast clouds
622,Berbera,SO,10.4396,45.0143,77.85,72,19,2.28,few clouds
623,Lerik,AZ,38.7726,48.4128,51.8,82,75,5.75,broken clouds
624,Nantucket,US,41.2835,-70.0995,53.6,100,90,17.27,fog
625,Sarkand,KZ,45.41,79.9186,49.42,78,100,8.08,light rain
626,Korla,CN,41.7597,86.1469,56.43,29,100,2.17,overcast clouds
627,Angoche,MZ,-16.2325,39.9086,78.06,77,3,4.85,clear sky
628,Gofitskoye,RU,45.0792,43.0464,36.14,91,100,12.73,overcast clouds
629,Bombay,IN,19.0144,72.8479,87.8,35,0,3.44,smoke
630,Qaqortoq,GL,60.7167,-46.0333,12.2,40,1,4.61,clear sky
631,Orodara,BF,10.9492,-4.9342,100.4,12,0,10.36,clear sky
632,Shadrinsk,RU,56.0852,63.6335,31.73,97,100,6.13,overcast clouds
633,Mwanza,TZ,-2.5167,32.9,75.2,69,20,11.5,few clouds
634,Lincoln,US,40.8,-96.667,52.0,62,90,14.97,light rain
635,Cheltenham,GB,51.9,-2.0833,44.01,72,67,5.01,broken clouds
636,Miraflores,MX,19.2167,-98.8083,78.8,12,40,4.61,scattered clouds
637,Morondava,MG,-20.2833,44.2833,78.71,72,0,5.75,clear sky
638,Moose Factory,CA,51.2585,-80.6094,15.8,57,1,9.22,clear sky
639,Tartagal,AR,-22.5164,-63.8013,80.6,78,90,6.91,overcast clouds
640,Bembereke,BJ,10.2283,2.6634,90.97,23,33,3.22,scattered clouds
641,Pangody,RU,65.85,74.4859,2.71,95,19,9.48,few clouds
642,Ardabil,IR,38.2498,48.2933,46.72,43,0,10.25,clear sky
643,Baghdad,IQ,33.3406,44.4009,68.0,32,0,5.75,clear sky
644,Doka,SD,13.5167,35.7667,93.31,15,6,20.0,clear sky
645,Camocim De Sao Felix,BR,-8.3586,-35.7619,76.93,65,100,13.2,overcast clouds
646,Mehriz,IR,31.5917,54.4318,78.8,18,4,6.91,clear sky
647,Marfino,RU,55.7028,37.3822,41.0,70,75,4.47,broken clouds
648,Alghero,IT,40.5589,8.3181,53.6,94,0,4.61,clear sky
649,Alvorada,BR,-12.48,-49.1247,88.3,46,49,4.5,scattered clouds
650,Guigue,VE,10.0853,-67.7792,85.73,45,12,7.94,few clouds
651,Nador,MA,35.174,-2.9287,62.6,48,0,3.44,clear sky
652,Lakselv,NO,70.0513,24.9718,33.8,60,0,16.11,clear sky
653,Beitbridge,ZW,-22.2167,30.0,82.99,31,0,5.3,clear sky
654,Machala,EC,-3.2667,-79.9667,84.2,70,75,9.22,broken clouds
655,Cap-Chat,CA,49.1001,-66.6821,33.8,69,100,13.8,overcast clouds
656,Asind,IN,25.7333,74.3333,76.98,22,0,3.94,clear sky
657,Blenheim,NZ,-41.516,173.9528,53.01,85,92,7.83,overcast clouds
658,Goderich,CA,43.7501,-81.7165,35.6,93,100,18.41,overcast clouds
659,Newport,GB,51.5877,-2.9984,43.0,82,15,1.99,few clouds
660,Quthing,LS,-30.4,27.7003,59.0,53,10,1.3,clear sky
661,Kanye,BW,-24.9667,25.3327,63.99,33,0,4.34,clear sky
662,Padang,ID,-0.9492,100.3543,77.0,94,90,2.3,moderate rain
663,Uren,RU,57.4552,45.7852,33.42,86,100,4.83,overcast clouds
664,Pandamatenga,BW,-18.5278,25.627,71.31,70,94,3.31,overcast clouds
665,Charagua,BO,-19.8,-63.2167,89.6,40,75,13.22,broken clouds
666,Port-Gentil,GA,-0.7193,8.7815,82.4,78,40,10.36,scattered clouds
667,Amsterdam,NL,52.374,4.8897,53.01,62,20,14.97,few clouds
668,Miquelon,PM,47.0975,-56.3814,39.2,93,75,9.22,broken clouds
669,Kirovsk,UA,48.6375,38.6428,33.01,86,60,5.41,broken clouds
670,Havelock,US,34.8791,-76.9013,77.0,83,90,13.8,overcast clouds
671,Ploemeur,FR,47.7333,-3.4333,45.0,70,40,11.5,scattered clouds
672,Placido De Castro,BR,-10.3353,-67.1856,83.39,73,100,3.4,overcast clouds
673,Hilton Head Island,US,32.2163,-80.7526,78.8,69,1,10.36,clear sky
674,Barra Velha,BR,-26.6322,-48.6847,84.99,70,20,5.75,few clouds
675,Ginda,IN,30.6945,78.4932,54.32,25,0,7.23,clear sky
676,Ivdel,RU,60.6911,60.4206,27.23,89,12,6.15,few clouds
677,Pimentel,PE,-6.8367,-79.9342,80.6,57,0,21.85,clear sky
